reported_hunt_year,model_target_year,source_file,source_sha256,source_kind,source_page,source_section,hunt_code,species,unit_or_prefix,hunt_name,metric_tokens,metrics_json,raw_line,harvest_total,permits,hunters_afield,average_days,percent_success,harvest_male_or_buck_or_bull_or_ram,harvest_female_or_cow_or_doe,harvest_young,parse_confidence,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1222,Antlerless Elk,22,"Beaver, East",31|0|31|157|138|4.8|22.8,"[31, 0, 31, 157, 138, 4.8, 22.8]","22 EA1222 Beaver, East 31 0 31 157 138 4.8 22.8",31.0,157,138.0,4.8,22.8,31.0,31.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1223,Antlerless Elk,22,"Beaver, East",28|2|30|101|91|4.3|32.8,"[28, 2, 30, 101, 91, 4.3, 32.8]","22 EA1223 Beaver, East 28 2 30 101 91 4.3 32.8",30.0,101,91.0,4.3,32.8,28.0,28.0,2.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1190,Antlerless Elk,22,"Beaver, North",52|7|59|128|118|5.5|50.0,"[52, 7, 59, 128, 118, 5.5, 50.0]","22 EA1190 Beaver, North 52 7 59 128 118 5.5 50.0",59.0,128,118.0,5.5,50.0,52.0,52.0,7.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1224,Antlerless Elk,10,"Book Cliffs, Bitter Creek/South",53|6|59|108|101|4.1|57.7,"[53, 6, 59, 108, 101, 4.1, 57.7]","10 EA1224 Book Cliffs, Bitter Creek/South 53 6 59 108 101 4.1 57.7",59.0,108,101.0,4.1,57.7,53.0,53.0,6.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1225,Antlerless Elk,10,"Book Cliffs, Bitter Creek/South",47|1|48|135|124|4.0|38.9,"[47, 1, 48, 135, 124, 4.0, 38.9]","10 EA1225 Book Cliffs, Bitter Creek/South 47 1 48 135 124 4.0 38.9",48.0,135,124.0,4.0,38.9,47.0,47.0,1.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1004,Antlerless Elk,10,"Book Cliffs, Little Creek Roadless",7|0|7|33|26|4.0|25.0,"[7, 0, 7, 33, 26, 4.0, 25.0]","10 EA1004 Book Cliffs, Little Creek Roadless 7 0 7 33 26 4.0 25.0",7.0,33,26.0,4.0,25.0,7.0,7.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1007,Antlerless Elk,1,"Box Elder, Grouse Creek",2|1|3|5|5|6.2|60.0,"[2, 1, 3, 5, 5, 6.2, 60.0]","1 EA1007 Box Elder, Grouse Creek 2 1 3 5 5 6.2 60.0",3.0,5,5.0,6.2,60.0,2.0,2.0,1.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1008,Antlerless Elk,1,"Box Elder, Grouse Creek",0|0|0|5|3|3.0|0.0,"[0, 0, 0, 5, 3, 3.0, 0.0]","1 EA1008 Box Elder, Grouse Creek 0 0 0 5 3 3.0 0.0",0.0,5,3.0,3.0,0.0,0.0,0.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1203,Antlerless Elk,1,"Box Elder, Pilot Mtn",0|0|0|5|3|3.0|0.0,"[0, 0, 0, 5, 3, 3.0, 0.0]","1 EA1203 Box Elder, Pilot Mtn 0 0 0 5 3 3.0 0.0",0.0,5,3.0,3.0,0.0,0.0,0.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1204,Antlerless Elk,1,"Box Elder, Pilot Mtn",4|0|4|5|5|3.3|75.0,"[4, 0, 4, 5, 5, 3.3, 75.0]","1 EA1204 Box Elder, Pilot Mtn 4 0 4 5 5 3.3 75.0",4.0,5,5.0,3.3,75.0,4.0,4.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1009,Antlerless Elk,2,"Cache, East",97|15|112|477|440|5.1|25.4,"[97, 15, 112, 477, 440, 5.1, 25.4]","2 EA1009 Cache, East 97 15 112 477 440 5.1 25.4",112.0,477,440.0,5.1,25.4,97.0,97.0,15.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1010,Antlerless Elk,2,"Cache, Rich",14|0|14|70|65|6.9|22.0,"[14, 0, 14, 70, 65, 6.9, 22.0]","2 EA1010 Cache, Rich 14 0 14 70 65 6.9 22.0",14.0,70,65.0,6.9,22.0,14.0,14.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1193,Antlerless Elk,2,"Cache, Rich",27|3|30|71|65|7.4|46.3,"[27, 3, 30, 71, 65, 7.4, 46.3]","2 EA1193 Cache, Rich 27 3 30 71 65 7.4 46.3",30.0,71,65.0,7.4,46.3,27.0,27.0,3.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1011,Antlerless Elk,2,"Cache, Richards Hollow",9|0|9|44|37|4.3|25.0,"[9, 0, 9, 44, 37, 4.3, 25.0]","2 EA1011 Cache, Richards Hollow 9 0 9 44 37 4.3 25.0",9.0,44,37.0,4.3,25.0,9.0,9.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1012,Antlerless Elk,2,"Cache, Richmond Hyde Park",2|0|2|14|12|7.2|20.0,"[2, 0, 2, 14, 12, 7.2, 20.0]","2 EA1012 Cache, Richmond Hyde Park 2 0 2 14 12 7.2 20.0",2.0,14,12.0,7.2,20.0,2.0,2.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1194,Antlerless Elk,2,"Cache, Richmond Hyde Park",0|2|2|14|12|5.3|12.5,"[0, 2, 2, 14, 12, 5.3, 12.5]","2 EA1194 Cache, Richmond Hyde Park 0 2 2 14 12 5.3 12.5",2.0,14,12.0,5.3,12.5,0.0,0.0,2.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1205,Antlerless Elk,2,"Cache, Richmond Hyde Park",2|3|5|15|12|5.1|42.9,"[2, 3, 5, 15, 12, 5.1, 42.9]","2 EA1205 Cache, Richmond Hyde Park 2 3 5 15 12 5.1 42.9",5.0,15,12.0,5.1,42.9,2.0,2.0,3.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1206,Antlerless Elk,2,"Cache, Richmond Hyde Park",8|0|8|14|14|7.1|60.0,"[8, 0, 8, 14, 14, 7.1, 60.0]","2 EA1206 Cache, Richmond Hyde Park 8 0 8 14 14 7.1 60.0",8.0,14,14.0,7.1,60.0,8.0,8.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1013,Antlerless Elk,16B,"Central Mtns, Central Manti",1|0|1|11|11|4.9|11.1,"[1, 0, 1, 11, 11, 4.9, 11.1]","16B EA1013 Central Mtns, Central Manti 1 0 1 11 11 4.9 11.1",1.0,11,11.0,4.9,11.1,1.0,1.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1015,Antlerless Elk,16B,"Central Mtns, Ferron Canyon",6|0|6|10|10|4.3|57.1,"[6, 0, 6, 10, 10, 4.3, 57.1]","16B EA1015 Central Mtns, Ferron Canyon 6 0 6 10 10 4.3 57.1",6.0,10,10.0,4.3,57.1,6.0,6.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1017,Antlerless Elk,16B,"Central Mtns, Gordon Creek-Price Canyon",3|0|3|9|8|5.6|37.5,"[3, 0, 3, 9, 8, 5.6, 37.5]","16B EA1017 Central Mtns, Gordon Creek-Price Canyon 3 0 3 9 8 5.6 37.5",3.0,9,8.0,5.6,37.5,3.0,3.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1018,Antlerless Elk,16B,"Central Mtns, Horn Mtn",1|0|1|5|5|5.0|25.0,"[1, 0, 1, 5, 5, 5.0, 25.0]","16B EA1018 Central Mtns, Horn Mtn 1 0 1 5 5 5.0 25.0",1.0,5,5.0,5.0,25.0,1.0,1.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1220,Antlerless Elk,16B,"Central Mtns, Manti",2|0|2|2|2|3.0|100.0,"[2, 0, 2, 2, 2, 3.0, 100.0]","16B EA1220 Central Mtns, Manti 2 0 2 2 2 3.0 100.0",2.0,2,2.0,3.0,100.0,2.0,2.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1020,Antlerless Elk,16B,"Central Mtns, Mohrland-Stump Flat",9|1|10|14|14|5.8|72.7,"[9, 1, 10, 14, 14, 5.8, 72.7]","16B EA1020 Central Mtns, Mohrland-Stump Flat 9 1 10 14 14 5.8 72.7",10.0,14,14.0,5.8,72.7,9.0,9.0,1.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1207,Antlerless Elk,16A,"Central Mtns, Moroni Hills",9|0|9|50|43|6.0|20.0,"[9, 0, 9, 50, 43, 6.0, 20.0]","16A EA1207 Central Mtns, Moroni Hills 9 0 9 50 43 6.0 20.0",9.0,50,43.0,6.0,20.0,9.0,9.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1226,Antlerless Elk,16A,"Central Mtns, Moroni Hills",3|1|4|30|24|7.6|17.6,"[3, 1, 4, 30, 24, 7.6, 17.6]","16A EA1226 Central Mtns, Moroni Hills 3 1 4 30 24 7.6 17.6",4.0,30,24.0,7.6,17.6,3.0,3.0,1.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1021,Antlerless Elk,16A,"Central Mtns, Nebo",32|0|32|78|70|5.3|45.2,"[32, 0, 32, 78, 70, 5.3, 45.2]","16A EA1021 Central Mtns, Nebo 32 0 32 78 70 5.3 45.2",32.0,78,70.0,5.3,45.2,32.0,32.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1208,Antlerless Elk,16A,"Central Mtns, Nebo",46|6|52|79|71|5.0|73.6,"[46, 6, 52, 79, 71, 5.0, 73.6]","16A EA1208 Central Mtns, Nebo 46 6 52 79 71 5.0 73.6",52.0,79,71.0,5.0,73.6,46.0,46.0,6.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1232,Antlerless Elk,16A,"Central Mtns, Nebo",0|0|0|1|1|90.0|0.0,"[0, 0, 0, 1, 1, 90.0, 0.0]","16A EA1232 Central Mtns, Nebo 0 0 0 1 1 90.0 0.0",0.0,1,1.0,90.0,0.0,0.0,0.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1022,Antlerless Elk,16B,"Central Mtns, North Manti",37|5|42|157|143|4.5|29.3,"[37, 5, 42, 157, 143, 4.5, 29.3]","16B EA1022 Central Mtns, North Manti 37 5 42 157 143 4.5 29.3",42.0,157,143.0,4.5,29.3,37.0,37.0,5.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1023,Antlerless Elk,16B,"Central Mtns, South Manti",12|2|14|42|40|4.0|34.6,"[12, 2, 14, 42, 40, 4.0, 34.6]","16B EA1023 Central Mtns, South Manti 12 2 14 42 40 4.0 34.6",14.0,42,40.0,4.0,34.6,12.0,12.0,2.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1024,Antlerless Elk,16B,"Central Mtns, South Manti",11|0|11|11|11|8.6|100.0,"[11, 0, 11, 11, 11, 8.6, 100.0]","16B EA1024 Central Mtns, South Manti 11 0 11 11 11 8.6 100.0",11.0,11,11.0,8.6,100.0,11.0,11.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1025,Antlerless Elk,16B,"Central Mtns, West Manti",31|8|39|74|68|7.0|56.8,"[31, 8, 39, 74, 68, 7.0, 56.8]","16B EA1025 Central Mtns, West Manti 31 8 39 74 68 7.0 56.8",39.0,74,68.0,7.0,56.8,31.0,31.0,8.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1026,Antlerless Elk,6,Chalk Creek,82|13|95|344|262|6.4|36.2,"[82, 13, 95, 344, 262, 6.4, 36.2]",6 EA1026 Chalk Creek 82 13 95 344 262 6.4 36.2,95.0,344,262.0,6.4,36.2,82.0,82.0,13.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1236,Antlerless Elk,5,East Canyon,114|14|128|357|303|7.5|42.2,"[114, 14, 128, 357, 303, 7.5, 42.2]",5 EA1236 East Canyon 114 14 128 357 303 7.5 42.2,128.0,357,303.0,7.5,42.2,114.0,114.0,14.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,92,"Limited-entry antlerless elk harvest, Utah 2021.",EA1227,Antlerless Elk,21B,"Fillmore, Kanosh Valley",4|0|4|10|8|5.8|50.0,"[4, 0, 4, 10, 8, 5.8, 50.0]","21B EA1227 Fillmore, Kanosh Valley 4 0 4 10 8 5.8 50.0",4.0,10,8.0,5.8,50.0,4.0,4.0,0.0,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
