guidebook_code,guidebook_prefix,guidebook_species_inferred,guidebook_hunt_name_candidate,guidebook_page,guidebook_line
DS6610,DS,Desert Bighorn Sheep,"San Rafael, South",62,"San Rafael, South DS6610 Sept. 13-Nov. 10"
DS6611,DS,Desert Bighorn Sheep,Zion,62,Zion DS6611 Sept. 13-Nov. 10
DS6624,DS,Desert Bighorn Sheep,"San Rafael, Dirty Devil",62,"San Rafael, Dirty Devil DS6624 Nov. 11-Dec. 17"
DS6608,DS,Desert Bighorn Sheep,"Nonresidents may hunt both the San Rafael, Dirty Devil and the Henry Mtns units-apply for #",62,"* Nonresidents may hunt both the San Rafael, Dirty Devil and the Henry Mtns units-apply for #DS6608"
DS6610,DS,Desert Bighorn Sheep,"Nonresidents may hunt both the San Rafael, North and San Rafael, South subunits-apply for #",62,"Nonresidents may hunt both the San Rafael, North and San Rafael, South subunits-apply for #DS6610"
RS6700,RS,Rocky Mountain Bighorn Sheep,Antelope Island (new),63,Antelope Island (new) RS6700 Nov. 12-Nov. 19
RS6701,RS,Rocky Mountain Bighorn Sheep,"Book Cliffs, South",63,"Book Cliffs, South RS6701 Nov. 1-Nov. 30"
RS6703,RS,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",63,"Box Elder, Newfoundland Mtn RS6703 Oct. 4-Oct. 24"
RS6704,RS,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",63,"Box Elder, Newfoundland Mtn RS6704 Oct. 25-Nov. 14"
RS6720,RS,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",63,"Fillmore, Oak Creek RS6720 Oct. 4-Oct. 24"
RS6726,RS,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",63,"Fillmore, Oak Creek RS6726 Oct. 25-Nov. 14"
RS6725,RS,Rocky Mountain Bighorn Sheep,Nebo,63,Nebo RS6725 Nov. 1-Nov. 30
RS6712,RS,Rocky Mountain Bighorn Sheep,"Nine Mile, Gray Canyon",63,"Nine Mile, Gray Canyon RS6712 Nov. 1-Nov. 30"
RS6713,RS,Rocky Mountain Bighorn Sheep,"Nine Mile, Jack Creek",63,"Nine Mile, Jack Creek RS6713 Nov. 1-Nov. 30"
RS6709,RS,Rocky Mountain Bighorn Sheep,"North Slope, Summit/West Daggett",63,"North Slope, Summit/West Daggett RS6709 Sept. 15-Nov. 30"
RS6708,RS,Rocky Mountain Bighorn Sheep,"North Slope, Three Corners",63,"North Slope, Three Corners RS6708 Sept. 15-Nov. 30"
RS6721,RS,Rocky Mountain Bighorn Sheep,"Oquirrh-Stansbury, West",63,"Oquirrh-Stansbury, West RS6721 Nov. 1-Nov. 30"
RS6724,RS,Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",63,"Wasatch Mtns, West RS6724 Nov. 1-Nov. 30"
RS6722,RS,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",63,"Box Elder, Newfoundland Mtn RS6722 Nov. 15-Dec. 7"
RS6727,RS,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",63,"Fillmore, Oak Creek RS6727 Nov. 15-Dec. 7"
GO6800,GO,Mountain Goat,Beaver,64,Beaver GO6800 Sept. 6-Sept. 28
GO6801,GO,Mountain Goat,Beaver,64,Beaver GO6801 Sept. 29-Oct. 27
GO6805,GO,Mountain Goat,High Uintas Central,64,High Uintas Central GO6805 Sept. 6-Oct. 31
GO6806,GO,Mountain Goat,High Uintas East,64,High Uintas East GO6806 Sept. 6-Oct. 31
GO6804,GO,Mountain Goat,High Uintas Kamas,64,High Uintas Kamas GO6804 Sept. 6-Oct. 31
GO6807,GO,Mountain Goat,High Uintas Leidy Peak,64,High Uintas Leidy Peak GO6807 Sept. 6-Oct. 31
GO6808,GO,Mountain Goat,High Uintas West,64,High Uintas West GO6808 Sept. 6-Oct. 31
GO6817,GO,Mountain Goat,"La Sal, La Sal Mtns",64,"La Sal, La Sal Mtns GO6817 Sept. 6-Nov. 26"
GO6814,GO,Mountain Goat,Mt Dutton,64,Mt Dutton GO6814 Sept. 6-Nov. 26
GO6803,GO,Mountain Goat,Nebo,64,Nebo GO6803 Sept. 27-Nov. 26
GO6810,GO,Mountain Goat,"Ogden, Willard Peak",64,"Ogden, Willard Peak GO6810 Sept. 6-Nov. 26"
GO6818,GO,Mountain Goat,"Wasatch Mtns, Box Elder Peak",64,"Wasatch Mtns, Box Elder Peak GO6818 Sept. 6-Nov. 26"
GO6819,GO,Mountain Goat,"Wasatch Mtns, Lone Peak",64,"Wasatch Mtns, Lone Peak GO6819 Sept. 6-Nov. 26"
GO6813,GO,Mountain Goat,"Wasatch Mtns, Provo Peak",64,"Wasatch Mtns, Provo Peak GO6813 Sept. 6-Nov. 26"
GO6820,GO,Mountain Goat,"Wasatch Mtns, Timpanogos",64,"Wasatch Mtns, Timpanogos GO6820 Sept. 6-Nov. 26"
GO6822,GO,Mountain Goat,Beaver,64,Beaver GO6822 Nov. 15-Nov. 24
GO6821,GO,Mountain Goat,Nebo,64,Nebo GO6821 Sept. 17-Sept. 26
DB1200,DB,Deer,Alton,65,Alton DB1200 Kane 3
DB1201,DB,Deer,Alton (management buck),65,Alton (management buck) DB1201 Kane 1
DB1334,DB,Deer,Alton (cactus buck),65,Alton (cactus buck) DB1334 Kane 1
DB1333,DB,Deer,5S,66,5S DB1333 Morgan 2
DB1202,DB,Deer,Antelope Creek,66,Antelope Creek DB1202 Duchesne 1
DB1203,DB,Deer,Avintaquin Canyon,66,Avintaquin Canyon DB1203 Duchesne 1
DB1204,DB,Deer,Bally Watts,66,Bally Watts DB1204 Morgan 1
DB1205,DB,Deer,Bar J Ranch,66,Bar J Ranch DB1205 Sevier 1
DB1206,DB,Deer,Bear Mountain,66,Bear Mountain DB1206 Sanpete 1
DB1207,DB,Deer,Bear Springs,66,Bear Springs DB1207 Weber 1
DB1335,DB,Deer,Big Piney Ranch,66,Big Piney Ranch DB1335 Summit 1
DB1208,DB,Deer,Blackhawk,66,Blackhawk DB1208 Carbon 1
DB1209,DB,Deer,Blind Springs,66,Blind Springs DB1209 Box Elder 1
DB1211,DB,Deer,Blue Spring Hills,66,Blue Spring Hills DB1211 Box Elder 1
DB1212,DB,Deer,Bluebell,66,Bluebell DB1212 Cache 1
DB1213,DB,Deer,Boobe Hole,66,Boobe Hole DB1213 Sevier 2
DB1215,DB,Deer,Buckhorn Ranch,66,Buckhorn Ranch DB1215 Duchesne/Wasatch 1
DB1217,DB,Deer,Causey Spring,66,Causey Spring DB1217 Weber 1
DB1216,DB,Deer,Castle Valley Outdoors (new),66,Castle Valley Outdoors (new) DB1216 Emery 1
DB1219,DB,Deer,Chimney Rock,66,Chimney Rock DB1219 Morgan/Summit 2
DB1253,DB,Deer,Circle E Ranch (formerly J.B. Ranch),66,Circle E Ranch (formerly J.B. Ranch) DB1253 Grand 1
DB1328,DB,Deer,Clear Creek,66,Clear Creek DB1328 Box Elder 1
DB1222,DB,Deer,Coldwater Ranch,66,Coldwater Ranch DB1222 Cache 2
DB1224,DB,Deer,Cotton Thomas,66,Cotton Thomas DB1224 Box Elder 1
DB1320,DB,Deer,Deer Creek,66,Deer Creek DB1320 Wasatch 1
DB1227,DB,Deer,Deer Haven,66,Deer Haven DB1227 San Juan 2
DB1228,DB,Deer,Deseret,66,Deseret DB1228 Morgan/Rich/Weber 13
DB1345,DB,Deer,Diamond Mountain CWMU,66,Diamond Mountain CWMU DB1345 Uintah 1
DB1229,DB,Deer,Dilly Ranch,66,Dilly Ranch DB1229 Box Elder 1
DB1325,DB,Deer,Double Cone,66,Double Cone DB1325 Box Elder 1
DB1230,DB,Deer,Double R Ranch,66,Double R Ranch DB1230 Wasatch 2
DB1231,DB,Deer,Dove Creek,67,Dove Creek DB1231 Box Elder 2
DB1341,DB,Deer,Dry Creek,67,Dry Creek DB1341 Summit 1
DB1232,DB,Deer,Durst Mountain,67,Durst Mountain DB1232 Morgan 2
DB1233,DB,Deer,East Fork Chalk Creek,67,East Fork Chalk Creek DB1233 Summit 4
DB1234,DB,Deer,East Zion,67,East Zion DB1234 Kane 1
DB1236,DB,Deer,Engineer Springs,67,Engineer Springs DB1236 Box Elder 1
DB1237,DB,Deer,Ensign Ranches,67,Ensign Ranches DB1237 Morgan/Rich/Summit 3
DB1342,DB,Deer,Faust Valley,67,Faust Valley DB1342 Box Elder 1
DB1336,DB,Deer,First Light,67,First Light DB1336 Carbon 1
DB1238,DB,Deer,Folley Ridge,67,Folley Ridge DB1238 Morgan 3
DB1239,DB,Deer,Fort Ranch,67,Fort Ranch DB1239 Box Elder 1
DB1240,DB,Deer,George Creek,67,George Creek DB1240 Box Elder 1
DB1241,DB,Deer,Golden Spike,67,Golden Spike DB1241 Box Elder 1
DB1242,DB,Deer,Grass Valley/Clark Canyon,67,Grass Valley/Clark Canyon DB1242 Summit 14
DB1243,DB,Deer,Grazing Pasture,67,Grazing Pasture DB1243 Sevier 1
DB1244,DB,Deer,Green Canyon,67,Green Canyon DB1244 Cache 1
DB1245,DB,Deer,Guildersleeve,67,Guildersleeve DB1245 Morgan 1
DB1246,DB,Deer,Hardscrabble,67,Hardscrabble DB1246 Davis/Morgan/Salt Lake 2
DB1248,DB,Deer,Heaston East,67,Heaston East DB1248 Salt Lake 2
DB1249,DB,Deer,Hiawatha,67,Hiawatha DB1249 Carbon 1
DB1250,DB,Deer,Indian Creek,67,Indian Creek DB1250 Box Elder 1
DB1251,DB,Deer,Indian Head,67,Indian Head DB1251 Carbon/Duchesne/Utah 2
DB1252,DB,Deer,Ingham Peak,67,Ingham Peak DB1252 Box Elder 5
DB1330,DB,Deer,Iron Spring,67,Iron Spring DB1330 Iron 1
DB1317,DB,Deer,Jacob's Creek,67,Jacob's Creek DB1317 Davis/Morgan 1
DB1255,DB,Deer,Johnson Mountain Ranch,67,Johnson Mountain Ranch DB1255 Sevier 1
DB1256,DB,Deer,Junction Valley,67,Junction Valley DB1256 Box Elder 6
DB1348,DB,Deer,Kimberly,67,Kimberly DB1348 Piute 1
DB1337,DB,Deer,Little Pole Canyon,67,Little Pole Canyon DB1337 Wasatch 1
DB1258,DB,Deer,Little Red Creek,67,Little Red Creek DB1258 Wasatch 1
DB1260,DB,Deer,Middle Ridge,68,Middle Ridge DB1260 Rich 1
DB1261,DB,Deer,Minnie Maud Ridge,68,Minnie Maud Ridge DB1261 Carbon/Duchesne 5
DB1263,DB,Deer,Moon Ranch,68,Moon Ranch DB1263 Duchesne 1
DB1266,DB,Deer,Mt Carmel,68,Mt Carmel DB1266 Kane 3
DB1264,DB,Deer,Mountain Meadow,68,Mountain Meadow DB1264 Box Elder 1
DB1327,DB,Deer,Mountain Sky Ranch,68,Mountain Sky Ranch DB1327 Utah 1
DB1265,DB,Deer,Mountain Top,68,Mountain Top DB1265 Morgan/Summit 2
DB1303,DB,Deer,North Peaks,68,North Peaks DB1303 Box Elder 1
DB1269,DB,Deer,North Promontory,68,North Promontory DB1269 Box Elder 1
DB1270,DB,Deer,Nucor West,68,Nucor West DB1270 Box Elder 1
DB1271,DB,Deer,Oak Ranch,68,Oak Ranch DB1271 Sevier 3
DB1272,DB,Deer,Old Woman Plateau,68,Old Woman Plateau DB1272 Sevier 3
DB1322,DB,Deer,Pahvant Ensign,68,Pahvant Ensign DB1322 Millard/Sevier 1
DB1273,DB,Deer,Park Valley Hereford,68,Park Valley Hereford DB1273 Box Elder 6
DB1274,DB,Deer,Patmos Ridge,68,Patmos Ridge DB1274 Carbon 1
DB1275,DB,Deer,Pine Canyon,68,Pine Canyon DB1275 Morgan 2
DB1286,DB,Deer,Pisgah Mountain,68,Pisgah Mountain DB1286 Box Elder/Cache 2
DB1277,DB,Deer,Pocatello Valley,68,Pocatello Valley DB1277 Box Elder 1
DB1279,DB,Deer,Preston Nutter Ranch,68,Preston Nutter Ranch DB1279 Carbon 1
DB1280,DB,Deer,Promontory Point,68,Promontory Point DB1280 Box Elder 1
DB1331,DB,Deer,Raft River,68,Raft River DB1331 Box Elder 2
DB1281,DB,Deer,Rattlesnake Pass,68,Rattlesnake Pass DB1281 Box Elder 2
DB1343,DB,Deer,Red Iron,68,Red Iron DB1343 Juab 1
DB1282,DB,Deer,Redd Ranches,68,Redd Ranches DB1282 Grand/San Juan 2
DB1283,DB,Deer,Roan Cliffs,68,Roan Cliffs DB1283 Carbon 1
DB1323,DB,Deer,Rock House,68,Rock House DB1323 Juab 1
DB1326,DB,Deer,Rosette,68,Rosette DB1326 Box Elder 1
DB1324,DB,Deer,Royal Ivory Outfitters,68,Royal Ivory Outfitters DB1324 Summit 1
DB1344,DB,Deer,Salt Wells,68,Salt Wells DB1344 Box Elder 1
DB1285,DB,Deer,Sand Creek,69,Sand Creek DB1285 Duchesne 1
DB1287,DB,Deer,Scofield Canyons,69,Scofield Canyons DB1287 Carbon/Utah 1
DB1288,DB,Deer,Scofield West,69,Scofield West DB1288 Carbon/Utah 2
DB1289,DB,Deer,Sharp Mountain,69,Sharp Mountain DB1289 Cache/Weber 2
DB1290,DB,Deer,Skull Crack,69,Skull Crack DB1290 Morgan/Weber 1
DB1291,DB,Deer,Skull Valley South,69,Skull Valley South DB1291 Tooele 1
DB1292,DB,Deer,Soldier Summit,69,Soldier Summit DB1292 Carbon/Utah/Wasatch 2
DB1293,DB,Deer,South Canyon,69,South Canyon DB1293 Box Elder/Cache 1
DB1294,DB,Deer,Spring Creek Acres,69,Spring Creek Acres DB1294 Cache 1
DB1295,DB,Deer,Spring Creek/Dodge,69,Spring Creek/Dodge DB1295 San Juan 6
DB1298,DB,Deer,Strawberry Ridge,69,Strawberry Ridge DB1298 Cache/Rich 1
DB1299,DB,Deer,Summit Point,69,Summit Point DB1299 San Juan 3
DB1300,DB,Deer,Thatcher Mountain,69,Thatcher Mountain DB1300 Box Elder 1
DB1347,DB,Deer,The Rose of Snowville,69,The Rose of Snowville DB1347 Box Elder 2
DB1301,DB,Deer,Three C,69,Three C DB1301 Wasatch 2
DB1259,DB,Deer,Tunnel Hollow,69,Tunnel Hollow DB1259 Morgan/Summit 1
DB1304,DB,Deer,Two Bear,69,Two Bear DB1304 Summit 1
DB1305,DB,Deer,Wallsburg,69,Wallsburg DB1305 Wasatch 1
DB1306,DB,Deer,Washakie,69,Washakie DB1306 Box Elder 1
DB1349,DB,Deer,Weber Florence Creek/Stillman Creek,69,Weber Florence Creek/Stillman Creek DB1349 Summit 9
DB1308,DB,Deer,West Hills,69,West Hills DB1308 Box Elder 2
DB1332,DB,Deer,West Ridge,69,West Ridge DB1332 Carbon 5
DB1309,DB,Deer,West Willow Creek Ranch,69,West Willow Creek Ranch DB1309 Uintah 4
DB1310,DB,Deer,White's Valley,69,White's Valley DB1310 Box Elder 2
DB1312,DB,Deer,Woodruff Creek South,69,Woodruff Creek South DB1312 Rich 1
EB3500,EB,Elk,Alton,70,Alton EB3500 Kane 1
EB3608,EB,Elk,Avintaquin Canyon,70,Avintaquin Canyon EB3608 Duchesne 1
EB3501,EB,Elk,Bar J Ranch,70,Bar J Ranch EB3501 Sevier 2
EB3502,EB,Elk,Bear Mountain,70,Bear Mountain EB3502 Sanpete 1
EB3503,EB,Elk,Bear Springs,70,Bear Springs EB3503 Morgan/Weber 1
EB3504,EB,Elk,Blackhawk,70,Blackhawk EB3504 Carbon 2
EB3505,EB,Elk,Boobe Hole,70,Boobe Hole EB3505 Sevier 2
EB3545,EB,Elk,,70,EB3545 Box Elder 3
EB3506,EB,Elk,Causey Spring,70,Causey Spring EB3506 Weber 1
EB3508,EB,Elk,Chimney Rock,70,Chimney Rock EB3508 Morgan/Summit 2
EB3529,EB,Elk,Circle E Ranch (formerly J.B. Ranch),70,Circle E Ranch (formerly J.B. Ranch) EB3529 Grand 2
EB3509,EB,Elk,Coldwater Ranch,70,Coldwater Ranch EB3509 Cache 3
EB3511,EB,Elk,Cotton Thomas,70,Cotton Thomas EB3511 Box Elder 1
EB3514,EB,Elk,Deseret,70,Deseret EB3514 Morgan/Rich/Weber 19
EB3617,EB,Elk,Diamond Mountain CWMU,70,Diamond Mountain CWMU EB3617 Uintah 1
EB3515,EB,Elk,Double Cone,70,Double Cone EB3515 Box Elder 1
EB3604,EB,Elk,Double R Ranch,70,Double R Ranch EB3604 Wasatch 1
EB3516,EB,Elk,Durst Mountain,70,Durst Mountain EB3516 Morgan 3
EB3517,EB,Elk,East Fork Chalk Creek,70,East Fork Chalk Creek EB3517 Summit 3
EB3519,EB,Elk,Ensign Ranches,70,Ensign Ranches EB3519 Morgan/Rich/Summit 4
EB3520,EB,Elk,Folley Ridge,70,Folley Ridge EB3520 Morgan 2
EB3521,EB,Elk,Grass Valley/Clark Canyon,70,Grass Valley/Clark Canyon EB3521 Summit 10
EB3522,EB,Elk,Grazing Pasture,70,Grazing Pasture EB3522 Sevier 1
EB3523,EB,Elk,Guildersleeve,70,Guildersleeve EB3523 Morgan 2
EB3524,EB,Elk,Hardscrabble,70,Hardscrabble EB3524 Davis/Morgan/Salt Lake 2
EB3525,EB,Elk,Heaston East,71,Heaston East EB3525 Salt Lake 2
EB3526,EB,Elk,Hiawatha,71,Hiawatha EB3526 Carbon 2
EB3527,EB,Elk,Indian Head,71,Indian Head EB3527 Carbon/Duchesne/Utah 1
EB3528,EB,Elk,Ingham Peak,71,Ingham Peak EB3528 Box Elder 1
EB3530,EB,Elk,Jacob's Creek,71,Jacob's Creek EB3530 Davis/Morgan 1
EB3531,EB,Elk,Johnson Mountain Ranch,71,Johnson Mountain Ranch EB3531 Sevier 2
EB3532,EB,Elk,Jump Creek,71,Jump Creek EB3532 Carbon 1
EB3533,EB,Elk,Junction Valley,71,Junction Valley EB3533 Box Elder 1
EB3613,EB,Elk,Little Pole Canyon,71,Little Pole Canyon EB3613 Wasatch 1
EB3534,EB,Elk,Little Red Creek,71,Little Red Creek EB3534 Wasatch 2
EB3536,EB,Elk,Minnie Maud Ridge,71,Minnie Maud Ridge EB3536 Carbon/Duchesne 5
EB3538,EB,Elk,Moon Ranch,71,Moon Ranch EB3538 Duchesne 1
EB3606,EB,Elk,Mountain Sky Ranch,71,Mountain Sky Ranch EB3606 Utah 1
EB3565,EB,Elk,North Peaks,71,North Peaks EB3565 Box Elder 1
EB3540,EB,Elk,Old Woman Plateau,71,Old Woman Plateau EB3540 Sevier 2
EB3603,EB,Elk,Pahvant Ensign,71,Pahvant Ensign EB3603 Millard/Sevier 1
EB3541,EB,Elk,Patmos Ridge,71,Patmos Ridge EB3541 Carbon 1
EB3543,EB,Elk,Preston Nutter Ranch,71,Preston Nutter Ranch EB3543 Carbon 3
EB3544,EB,Elk,Redd Ranches,71,Redd Ranches EB3544 Grand/San Juan 2
EB3546,EB,Elk,Roan Cliffs,71,Roan Cliffs EB3546 Carbon 1
EB3609,EB,Elk,Royal Ivory Outfitters,71,Royal Ivory Outfitters EB3609 Summit 3
EB3547,EB,Elk,Sand Creek,72,Sand Creek EB3547 Duchesne 1
EB3548,EB,Elk,Scofield Canyons,72,Scofield Canyons EB3548 Carbon/Utah 1
EB3549,EB,Elk,Scofield East,72,Scofield East EB3549 Carbon 1
EB3550,EB,Elk,Scofield West,72,Scofield West EB3550 Carbon/Utah 2
EB3610,EB,Elk,Sharp Mountain,72,Sharp Mountain EB3610 Cache 2
EB3551,EB,Elk,SJ Ranch,72,SJ Ranch EB3551 Cache 1
EB3552,EB,Elk,Skull Crack,72,Skull Crack EB3552 Morgan/Weber 1
EB3553,EB,Elk,Soldier Summit,72,Soldier Summit EB3553 Carbon/Utah/Wasatch 2
EB3554,EB,Elk,South Canyon,72,South Canyon EB3554 Box Elder/Cache 1
EB3555,EB,Elk,Spring Creek/Dodge,72,Spring Creek/Dodge EB3555 San Juan 2
EB3557,EB,Elk,Strawberry Ridge,72,Strawberry Ridge EB3557 Cache/Rich 2
EB3558,EB,Elk,Summit Point,72,Summit Point EB3558 San Juan 1
EB3559,EB,Elk,Three C,72,Three C EB3559 Wasatch 2
EB3614,EB,Elk,Tunnel Hollow,72,Tunnel Hollow EB3614 Morgan/Summit 1
EB3561,EB,Elk,Two Bear,72,Two Bear EB3561 Summit 5
EB3562,EB,Elk,Wallsburg,72,Wallsburg EB3562 Wasatch 1
EB3619,EB,Elk,Weber Florence Creek/Stillman Creek,72,Weber Florence Creek/Stillman Creek EB3619 Summit 10
EB3611,EB,Elk,West Ridge,72,West Ridge EB3611 Carbon 2
EB3607,EB,Elk,West Willow Creek Ranch,72,West Willow Creek Ranch EB3607 Uintah 1
EB3564,EB,Elk,Woodruff Creek South,72,Woodruff Creek South EB3564 Rich 2
PB5325,PB,Pronghorn,Allen Ranch,73,Allen Ranch PB5325 Utah 1
PB5300,PB,Pronghorn,Antelope Creek,73,Antelope Creek PB5300 Duchesne 4
PB5338,PB,Pronghorn,Castle Valley Outdoors (new),73,Castle Valley Outdoors (new) PB5338 Emery 2
PB5326,PB,Pronghorn,Cedar Springs,73,Cedar Springs PB5326 Box Elder 1
PB5327,PB,Pronghorn,Cottonwood Ridge,73,Cottonwood Ridge PB5327 Duchesne 4
PB5302,PB,Pronghorn,Deseret,73,Deseret PB5302 Morgan/Rich/Weber 16
PB5330,PB,Pronghorn,George Creek,73,George Creek PB5330 Box Elder 2
PB5345,PB,Pronghorn,Green River Flat,73,Green River Flat PB5345 Grand 2
PB5337,PB,Pronghorn,Heist,73,Heist PB5337 Beaver/Iron 2
PB5339,PB,Pronghorn,Iron Spring,73,Iron Spring PB5339 Iron 1
PB5346,PB,Pronghorn,Junction Valley (new),73,Junction Valley (new) PB5346 Box Elder 1
PB5328,PB,Pronghorn,Pahvant Ensign,73,Pahvant Ensign PB5328 Millard/Sevier 2
PB5305,PB,Pronghorn,Park Valley,73,Park Valley PB5305 Box Elder 1
PB5343,PB,Pronghorn,Prohibition Springs,73,Prohibition Springs PB5343 Box Elder 1
PB5306,PB,Pronghorn,Rabbit Creek,73,Rabbit Creek PB5306 Rich 1
PB5342,PB,Pronghorn,Salt Wells,73,Salt Wells PB5342 Box Elder 2
PB5309,PB,Pronghorn,Skull Valley South,73,Skull Valley South PB5309 Tooele 2
PB5329,PB,Pronghorn,Snowville Flat,73,Snowville Flat PB5329 Box Elder 1
PB5311,PB,Pronghorn,The Rose of Snowville,73,The Rose of Snowville PB5311 Box Elder 3
PB5312,PB,Pronghorn,TL Bar Ranch,73,TL Bar Ranch PB5312 Box Elder/Toole 1
PB5314,PB,Pronghorn,Westlake,73,Westlake PB5314 Utah 3
PB5315,PB,Pronghorn,Zane,73,Zane PB5315 Iron 2
MB6200,MB,Moose,Bear Springs,74,Bear Springs MB6200 Weber 1
MB6202,MB,Moose,Causey Spring,74,Causey Spring MB6202 Weber 2
MB6240,MB,Moose,Chimney Rock,74,Chimney Rock MB6240 Morgan 1
MB6206,MB,Moose,Deseret,74,Deseret MB6206 Morgan/Rich/Weber 1
MB6207,MB,Moose,Durst Mountain,74,Durst Mountain MB6207 Morgan 1
MB6208,MB,Moose,East Fork Chalk Creek,74,East Fork Chalk Creek MB6208 Summit 2
MB6209,MB,Moose,Ensign Ranches,74,Ensign Ranches MB6209 Summit 1
MB6211,MB,Moose,Grass Valley/Clark Canyon,74,Grass Valley/Clark Canyon MB6211 Summit 3
MB6251,MB,Moose,Hardscrabble,74,Hardscrabble MB6251 Davis/Morgan/Salt Lake 1
MB6257,MB,Moose,Ingham Peak,74,Ingham Peak MB6257 Box Elder 1
MB6258,MB,Moose,Jacob's Creek,74,Jacob's Creek MB6258 Morgan 1
MB6262,MB,Moose,Junction Valley,74,Junction Valley MB6262 Box Elder 1
MB6259,MB,Moose,Royal Ivory Outfitters,74,Royal Ivory Outfitters MB6259 Summit 1
MB6217,MB,Moose,Sharp Mountain,74,Sharp Mountain MB6217 Cache 1
MB6254,MB,Moose,SJ Ranch,74,SJ Ranch MB6254 Cache 1
MB6219,MB,Moose,Skull Crack,74,Skull Crack MB6219 Morgan/Weber 2
MB6220,MB,Moose,South Canyon,74,South Canyon MB6220 Cache 1
MB6222,MB,Moose,Strawberry Ridge,74,Strawberry Ridge MB6222 Cache/Rich 2
MB6223,MB,Moose,Three C,74,Three C MB6223 Wasatch 1
MB6224,MB,Moose,Two Bear,74,Two Bear MB6224 Summit 1
MB6225,MB,Moose,Wallsburg,74,Wallsburg MB6225 Wasatch 1
MB6266,MB,Moose,Weber Florence Creek/Stillman Creek,74,Weber Florence Creek/Stillman Creek MB6266 Summit 3
MB6256,MB,Moose,Woodruff Creek South,74,Woodruff Creek South MB6256 Rich 2
